StartClass,StartSubclass,StartDecimal,StartCutterLetter,StartCutterNumber,EndClass,EndSubclass,EndDecimal,EndCutterLetter,EndCutterNumber,"Description"
F,1441,,,,,1457,,,,"Belize"
F,1461,,,,,1477,,,,"Guatemala"
F,1481,,,,,1497,,,,"Salvador (El Salvador)"
F,1501,,,,,1517,,,,"Honduras"
F,1521,,,,,1537,,,,"Nicaragua"
F,1541,,,,,1557,,,,"Costa Rica"
F,1561,,,,,1577,,,,"Panama"
F,1569,,C,2,,,,,,"Canal Zone. Panama Canal"
F,1601,,,,,1629,,,,"West Indies"
F,1630,,,,,1640,,,,"Bermudas"
F,1650,,,,,1660,,,,"Bahamas"
F,1741,,,,,1991,,,,"Greater Antilles"
F,1751,,,,,1854,9,,,"Cuba"
F,1788,,,,,1788,22,,,"Communist regime"
F,1861,,,,,1896,,,,"Jamaica"
F,1900,,,,,1941,,,,"Haiti (Island). Hispaniola"
F,1912,,,,,1930,,,,"Haiti (Republic)"
F,1931,,,,,1941,,,,"Dominican Republic"
F,1951,,,,,1983,,,,"Puerto Rico"
F,1991,,,,,,,,,"Navassa"
F,2001,,,,,2151,,,,"Lesser Antilles Groups of islands, by geographical distribution"
F,2006,,,,,,,,,"Leeward islands"
F,2011,,,,,,,,,"Windward Islands"
F,2016,,,,,,,,,"Islands along Venezuela coast"
F,2033,,,,,2129,,,,"Individual islands Groups of islands, by political allegiance"
F,2131,,,,,2133,,,,"British West Indies"
F,2136,,,,,,,,,"Virgin Islands of the United States"
F,2141,,,,,,,,,"Netherlands West Indies. Dutch West Indies"
F,2151,,,,,,,,,"French West Indies"
F,2155,,,,,2191,,,,"Caribbean area. Caribbean Sea"
F,2201,,,,,3799,,,,"South America"
F,2201,,,,,2239,,,,"General"
F,2251,,,,,2299,,,,"Colombia"
F,2301,,,,,2349,,,,"Venezuela"
F,2351,,,,,,,,,"Guiana"
F,2361,,,,,2391,,,,"Guyana. British Guiana"
F,2401,,,,,2431,,,,"Surinam"
F,2441,,,,,2471,,,,"French Guiana"
F,2501,,,,,2659,,,,"Brazil"
F,2661,,,,,2699,,,,"Paraguay"
F,2701,,,,,2799,,,,"Uruguay"
F,2801,,,,,3021,,,,"Argentina"
F,3031,,,,,3031,5,,,"Falkland Islands"
F,3051,,,,,3285,,,,"Chile"
F,3301,,,,,3359,,,,"Bolivia"
F,3401,,,,,3619,,,,"Peru"
F,3701,,,,,3799,,,,"Ecuador"
G,1,,,,,922,,,,"Geography (General)"
G,65,,,,,69,,,,"Geographers"
G,70,,,,,70,6,,,"Philosophy. Relation to other topics. Methodology"
G,80,,,,,99,,,,"History of geography"
G,100,5,,,,108,5,,,"Toponymy Including gazetteers, geographic names and terms"
G,140,,,,,,,,,"Great cities of the world"
G,141,,,,,,,,,"Historical geography"
G,142,,,,,,,,,"Aerial geography"
G,149,,,,,180,,,,"Travel. Voyages and travels (General)"
G,154,9,,,,155,8,,,"Travel and state. Tourism"
G,200,,,,,336,,,,"History of discoveries, explorations, and travel"
G,369,,,,,503,,,,"Special voyages and travels"
G,521,,,,,539,,,,"Adventures, shipwrecks, buried treasure, etc."
G,540,,,,,550,,,,"Seafaring life, ocean travel, etc."
G,575,,,,,890,,,,"Arctic and Antarctic regions"
G,905,,,,,910,,,,"Tropics (General)"
G,912,,,,,922,,,,"Northern and Southern Hemispheres"
G,1000,,,,,3122,,,,"Atlases"
G,1000,,,,,1000,5,,,"Atlases of the moon, planets, etc."
G,1001,,,,,1046,,,,"World atlases. Atlases of the Earth"
G,1050,,,,,1052,,,,"Northern and Southern Hemispheres"
G,1053,,,,,,,,,"Tropics. Torrid Zone"
G,1054,,,,,1055,,,,"Polar regions. Frigid Zone"
G,1059,,,,,1061,,,,"Maritime atlases (General)"
G,1100,,,,,3102,,,,"By region or country"
G,1100,,,,,1779,,,,"America. Western Hemisphere"
G,1105,,,,,1692,,,,"North America"
G,1110,,,,,1114,,,,"Greenland"
G,1115,,,,,1193,,,,"Canada"
G,1200,,,,,1534,24,,,"United States"
G,1535,,,,,1537,,,,"Caribbean area"
G,1540,,,,,1542,,,,"Latin America (General)"
G,1545,,,,,1549,,,,"Mexico"
G,1550,,,,,1594,,,,"Central America"
G,1600,,,,,1692,,,,"West Indies"
G,1700,,,,,1779,,,,"South America"
G,1780,,,,,2799,,,,"Eastern Hemisphere. Eurasia, Africa, etc."
G,1791,,,,,2196,,,,"Europe"
G,2110,,,,,2196,,,,"Former Soviet republics. Union of Soviet Socialist Republics (U.S.S.R.). Russia (Empire)"
G,2200,,,,,2444,84,,,"Asia"
G,2445,,,,,2739,,,,"Africa"
G,2740,,,,,2799,,,,"Australasia"
G,2800,,,,,3064,,,,"Oceans (General)"
G,3100,,,,,3102,,,,"Antarctica"
G,3122,,,,,,,,,"Atlases of imaginary, literary, and mythological regions, etc., A Z"
G,3160,,,,,3171,,,,"Globes"
G,3180,,,,,9980,,,,"Maps"
G,3180,,,,,3182,,,,"Universe. Solar system"
G,3190,,,,,3191,,,,"Celestial maps"
G,3195,,,,,3197,,,,"Moon"
G,3200,,,,,3202,,,,"World. Earth"
G,3210,,,,,3221,,,,"Northern and Southern Hemispheres"
G,3240,,,,,3241,,,,"Tropics. Torrid Zone"
G,3250,,,,,3251,,,,"Temperate Zone"
G,3260,,,,,3272,,,,"Polar regions. Frigid Zone"
G,3290,,,,,9880,,,,"By region or country"
G,3290,,,,,5667,,,,"America. Western Hemisphere"
G,3300,,,,,5184,,,,"North America"
G,3380,,,,,3384,,,,"Greenland"
G,3400,,,,,3612,,,,"Canada"
G,3700,,,,,4384,,,,"United States"
G,4390,,,,,4392,,,,"Caribbean area"
G,4410,,,,,4763,,,,"Mexico"
G,4800,,,,,4874,,,,"Central America"
G,4900,,,,,5184,,,,"West Indies"
G,5200,,,,,5667,,,,"South America"
G,5670,,,,,8904,,,,"Eastern Hemisphere. Eurasia, Africa, etc."
G,5700,,,,,7342,,,,"Europe"
G,7000,,,,,7342,,,,"Former Soviet republics. Union of Soviet Socialist Republics (U.S.S.R.). Russia (Empire)"
G,7400,,,,,8198,54,,,"Asia"
G,8200,,,,,8904,,,,"Africa"
G,8950,,,,,9084,,,,"Australasia"
G,9095,,,,,9794,,,,"Oceans (General)"
G,9800,,,,,9804,,,,"Antarctica"
G,9900,,,,,9980,,,,"Unlocalized maps"
GA,1,,,,,1776,,,,"Mathematical geography. Cartography"
GA,51,,,,,87,,,,"Surveys (General)"
GA,101,,,,,1776,,,,"Cartography"
GA,109,,,,,,,,,"Aerial cartography"
GA,109,5,,,,,,,,"Cadastral mapping"
GA,109,8,,,,,,,,"Statistical mapping"
GA,110,,,,,115,,,,"Projection"
GA,125,,,,,155,,,,"Map drawing, modeling, printing, reading, etc."
GA,192,,,,,197,3,,,"Collections of maps, globes, etc. Map libraries"
GA,197,5,,,,198,,,,"Cartographers"
GA,260,,,,,288,,,,"Globe making. Globes"
GA,300,,,,,325,,,,"World maps, general atlases, etc."
GA,341,,,,,1776,,,,"Maps. By region or country"
GB,3,,,,,5030,,,,"Physical geography"
GB,400,,,,,649,,,,"Geomorphology. Landforms. Terrain"
GB,447,,,,,,,,,"Climatic geomorphology"
GB,448,,,,,,,,,"Slopes"
GB,450,,,,,460,,,,"Coasts"
GB,461,,,,,468,995,,,"Reefs"
GB,471,,,,,478,995,,,"Islands"
GB,500,,,,,555,,,,"Mountains. Orography"
GB,561,,,,,649,,,,"Other natural landforms: Floodplains, caves, deserts, dunes, etc."
GB,651,,,,,2998,,,,"Hydrology. Water"
GB,980,,,,,2998,,,,"Ground and surface waters"
GB,980,,,,,992,,,,"Watersheds. Runoff. Drainage"
GB,1001,,,,,1199,8,,,"Groundwater. Hydrogeology"
GB,1201,,,,,1598,,,,"Rivers. Stream measurements"
GB,1601,,,,,2398,,,,"Lakes. Limnology. Ponds. Lagoons"
GB,2401,,,,,2598,,,,"Ice. Glaciers. Ice sheets. Sea ice"
GB,2601,,,,,2798,,,,"Snow. Snow surveys"
GB,2801,,,,,2998,,,,"Hydrometeorology"
GB,5000,,,,,5030,,,,"Natural disasters"
GC,1,,,,,1581,,,,"Oceanography"
GC,63,,,,,,,,,"Oceanographic expeditions"
GC,65,,,,,78,,,,"Underwater exploration"
GC,83,,,,,87,6,,,"Submarine topography"
GC,96,,,,,97,8,,,"Estuarine oceanography"
GC,100,,,,,103,,,,"Seawater"
GC,109,,,,,149,,,,"Chemical oceanography"
GC,150,,,,,182,,,,"Physical oceanography"
GC,151,,,,,155,,,,"Density"
GC,160,,,,,177,,,,"Temperature"
GC,177,6,,,,182,,,,"Optical oceanography"
GC,190,,,,,190,5,,,"Ocean atmosphere interaction"
GC,200,,,,,376,,,,"Dynamics of the ocean"
GC,205,,,,,227,,,,"Waves"
GC,228,5,,,,228,6,,,"Ocean circulation"
GC,229,,,,,296,8,,,"Currents"
GC,297,,,,,299,,,,"Water masses and oceanic mixing"
GC,300,,,,,376,,,,"Tides"
GC,377,,,,,399,,,,"Marine sediments"
GC,401,,,,,881,,,,"Oceanography. By region"
GC,1000,,,,,1023,,,,"Marine resources. Applied oceanography"
GC,1080,,,,,1581,,,,"Marine pollution. Sea water pollution"
GE,1,,,,,350,,,,"Environmental sciences"
GE,70,,,,,90,,,,"Environmental education"
GE,170,,,,,190,,,,"Environmental policy"
GE,195,,,,,199,,,,"Environmentalism. Green movement"
GE,300,,,,,350,,,,"Environmental management"
GF,1,,,,,900,,,,"Human ecology. Anthropogeography"
GF,51,,,,,,,,,"Environmental influences on humans"
GF,75,,,,,,,,,"Human influences on the environment"
GF,101,,,,,127,,,,"Settlements"
GF,125,,,,,,,,,"Cities. Urban geography"
GF,127,,,,,,,,,"Rural settlements. Rural geography"
GF,500,,,,,900,,,,"By region or country"
GN,1,,,,,890,,,,"Anthropology"
GN,49,,,,,298,,,,"Physical anthropology. Somatology"
GN,51,,,,,59,,,,"Anthropometry"
GN,62,8,,,,265,,,,"Human variation Including growth, physical form, skeleton, nervous system, skin, etc."
GN,269,,,,,279,,,,"Race (General)"
GN,280,7,,,,,,,,"Man as an animal. Simian traits versus human traits"
GN,281,,,,,289,,,,"Human evolution"
GN,282,,,,,286,7,,,"Fossil man. Human paleontology"
GN,296,,,,,296,5,,,"Medical anthropology"
GN,301,,,,,674,,,,"Ethnology. Social and cultural anthropology"
GN,357,,,,,367,,,,"Culture and cultural processes Including social change, structuralism, diffusion, etc."
GN,378,,,,,396,,,,"Collected ethnographies"
GN,397,,,,,397,7,,,"Applied anthropology"
GN,406,,,,,517,,,,"Cultural traits, customs, and institutions"
GN,406,,,,,442,,,,"Technology. Material culture Including food, shelter, fire, tools, etc."
GN,448,,,,,450,8,,,"Economic organization. Economic anthropology"
GN,451,,,,,477,7,,,"Intellectual life Including communication, recreation, philosophy, religion, knowledge, etc."
GN,478,,,,,491,7,,,"Social organization"
GN,492,,,,,495,2,,,"Political organization. Political anthropology"
GN,495,4,,,,498,,,,"Societal groups, ethnocentrism, diplomacy, warfare, etc."
GN,502,,,,,517,,,,"Psychological anthropology"
GN,537,,,,,674,,,,"Ethnic groups and races"
GN,550,,,,,674,,,,"By region or country"
GN,700,,,,,890,,,,"Prehistoric archaeology"
GR,1,,,,,950,,,,"Folklore"
GR,72,,,,,79,,,,"Folk literature (General) Including folktales, legends"
GR,81,,,,,,,,,"Folk beliefs, superstitions, etc. (General)"
GR,99,6,,,,390,,,,"By region or country"
GR,420,,,,,950,,,,"By subject"
GR,420,,,,,426,,,,"Costume, jewelry"
GR,430,,,,,488,,,,"Folklore relating to private life Including dreams, love, children, nursery rhymes, etc."
GR,500,,,,,615,,,,"Supernatural beings, demonology, fairies, ghosts, charms, etc."
GR,620,,,,,640,,,,"Cosmic phenomena, weather lore"
GR,650,,,,,690,,,,"Geographical topics"
GR,700,,,,,860,,,,"Animals, plants, and minerals"
GR,865,,,,,874,,,,"Transportation, travel, commerce, etc."
GR,880,,,,,,,,,"Medicine. Folk medicine"
GR,890,,,,,915,,,,"Occupations"
GR,931,,,,,935,,,,"Signs and symbols"
GR,940,,,,,941,,,,"Mythical places"
GT,1,,,,,7070,,,,"Manners and customs (General)"
GT,165,,,,,476,,,,"Houses. Dwellings"
GT,485,,,,,,,,,"Churches and church going"
GT,495,,,,,499,,,,"Human body and its parts. Personal beauty"
GT,500,,,,,2370,,,,"Costume. Dress. Fashion"
GT,2400,,,,,3390,5,,,"Customs relative to private life Including children, marriage, eating and drinking, funeral customs, etc."
GT,3400,,,,,5090,,,,"Customs relative to public and social life Including town life, court life, festivals, holidays, ceremonies of royalty, etc."
GT,5220,,,,,5286,,,,"Customs relative to transportation and travel"
GT,5320,,,,,6737,,,,"Customs relative to special classes"
GT,5320,,,,,5690,,,,"By birth, rank, etc."
GT,5750,,,,,6390,,,,"By occupation"
GV,1,,,,,1860,,,,"Recreation. Leisure"
GV,181,35,,,,181,6,,,"Recreation leadership. Administration of recreation services"
GV,182,,,,,182,5,,,"Recreational areas and facilities. Recreation centers"
GV,191,2,,,,200,66,,,"Outdoor life. Outdoor recreation"
GV,191,68,,,,198,975,,,"Camping"
GV,198,945,,,,198,975,,,"Farm vacations, dude ranches, etc."
GV,199,,,,,199,62,,,"Hiking. Pedestrian tours"
GV,199,8,,,,200,35,,,"Mountaineering"
GV,200,4,,,,200,56,,,"Orienteering. Wilderness survival"
GV,200,6,,,,200,66,,,"Caving. Spelunking"
GV,201,,,,,555,,,,"Physical education and training"
GV,346,,,,,351,5,,,"School and college athletics. Intramural and interscholastic athletics"
GV,401,,,,,433,,,,"Physical education facilities. Sports facilities Including gymnasiums, athletic fields, playgrounds, etc."
GV,435,,,,,436,7,,,"Physical measurements. Physical tests, etc."
GV,450,,,,,451,4,,,"Nudism. Sunbathing"
GV,460,,,,,555,,,,"Gymnastics. Gymnastic exercises Including calisthenics, heavy exercises, acrobatics, etc."
GV,557,,,,,1198,995,,,"Sports"
GV,711,,,,,,,,,"Coaching"
GV,712,,,,,725,,,,"Athletic contests. Sports events"
GV,733,,,,,734,5,,,"Professionalism in sports. Professional sports (General)"
GV,735,,,,,,,,,"Umpires. Sports officiating"
GV,743,,,,,749,,,,"Athletic and sporting goods, supplies, etc."
GV,750,,,,,770,27,,,"Air sports: Airplane flying, kiteflying, bungee jumping, etc."
GV,770,3,,,,840,,,,"Water sports: Canoeing, sailing, yachting, scuba diving, etc."
GV,840,7,,,,857,,,,"Winter sports: Ice hockey, skiing, bobsledding, snowmobiling, etc."
GV,861,,,,,1017,,,,"Ball games: Baseball, football, golf, etc."
GV,1020,,,,,1034,,,,"Automobile travel. Motoring. Automobile racing"
GV,1040,,,,,1060,4,,,"Cycling. Bicycling. Motorcycling"
GV,1060,5,,,,1098,,,,"Track and field athletics"
GV,1100,,,,,1150,9,,,"Fighting sports: Bullfighting, boxing, fencing, etc."
GV,1151,,,,,1190,,,,"Shooting. Archery"
GV,1195,,,,,1198,995,,,"Wrestling"
GV,1199,,,,,1570,,,,"Games and amusements"
GV,1201,5,,,,,,,,"Hobbies (General)"
GV,1203,,,,,1220,8,,,"Children's games and amusements"
GV,1218,5,,,,1220,8,,,"Toys"
GV,1221,,,,,1469,63,,,"Indoor games and amusements"
GV,1232,,,,,1299,,,,"Card games: Poker, patience, whist, etc."
GV,1301,,,,,1311,,,,"Gambling. Chance and banking games"
GV,1312,,,,,1469,,,,"Board games. Move games Including chess, go, checkers, etc."
GV,1469,15,,,,1469,62,,,"Computer games. Video games. Fantasy games"
GV,1470,,,,,1511,,,,"Parties. Party games and stunts"
GV,1491,,,,,1507,,,,"Puzzles"
GV,1541,,,,,1561,,,,"Parlor magic and tricks"
GV,1564,,,,,1565,,,,"Darts"
GV,1580,,,,,1799,4,,,"Dancing"
GV,1800,,,,,1860,,,,"Circuses, spectacles, etc. Including rodeos, waxworks, amusement parks, etc."
H,1,,,,,99,,,,"Social sciences (General)"
HA,1,,,,,4737,,,,"Statistics"
HA,29,,,,,32,,,,"Theory and method of social science statistics"
HA,36,,,,,37,,,,"Statistical services. Statistical bureaus"
HA,38,,,,,39,,,,"Registration of vital events. Vital records"
HA,154,,,,,4737,,,,"Statistical data"
HA,154,,,,,155,,,,"Universal statistics"
HA,175,,,,,473,,,,"By region or country"
HB,1,,,,,3840,,,,"Economic theory. Demography"
HB,71,,,,,74,,,,"Economics as a science. Relation to other subjects"
HB,75,,,,,130,,,,"History of economics. History of economic theory Including special economic schools"
HB,131,,,,,147,,,,"Methodology"
HB,135,,,,,147,,,,"Mathematical economics. Quantitative methods Including econometrics, input-output analysis, game theory"
HB,201,,,,,206,,,,"Value. Utility"
HB,221,,,,,236,,,,"Price"
HB,238,,,,,251,,,,"Competition. Production. Wealth"
HB,501,,,,,,,,,"Capital. Capitalism"
HB,522,,,,,715,,,,"Income. Factor shares"
HB,535,,,,,551,,,,"Interest"
HB,601,,,,,,,,,"Profit"
HB,615,,,,,715,,,,"Entrepreneurship. Risk and uncertainty. Property"
HB,801,,,,,843,,,,"Consumption. Demand"
HB,846,,,,,846,8,,,"Welfare theory"
HB,848,,,,,3697,,,,"Demography. Population. Vital events"
HB,3711,,,,,3840,,,,"Business cycles. Economic fluctuations"
HC,10,,,,,1085,,,,"Economic history and conditions"
HC,79,,,,,,,,,"Special topics"
HC,92,,,,,,,,,"Economic geography of the oceans (General)"
HC,94,,,,,1085,,,,"By region or country"
HD,28,,,,,9999,,,,"Industries. Land use. Labor"
HD,28,,,,,70,,,,"Management. Industrial management"
HD,39,,,,,40,7,,,"Capital. Capital investments"
HD,41,,,,,,,,,"Competition"
HD,45,,,,,45,2,,,"Technological innovations. Automation"
HD,47,,,,,47,4,,,"Costs"
HD,49,,,,,49,5,,,"Crisis management. Emergency management. Inflation"
HD,50,,,,,50,5,,,"Delegation of authority. Decentralization. Span of control"
HD,56,,,,,57,5,,,"Industrial productivity"
HD,58,,,,,,,,,"Location of industry"
HD,58,7,,,,58,95,,,"Organizational behavior, change and effectiveness. Corporate culture"
HD,59,,,,,59,6,,,"Public relations. Industrial publicity"
HD,60,,,,,60,5,,,"Social responsibility of business"
HD,61,,,,,,,,,"Risk in industry. Risk management"
HD,62,,,,,,,,,"Standardization. Simplification. Waste"
HD,62,2,,,,62,8,,,"Management of special enterprises"
HD,66,,,,,66,2,,,"Work groups. Team work in industry. Quality circles"
HD,69,,,,,,,,,"Other Including business consultants, capacity, size of industries, etc."
HD,72,,,,,88,,,,"Economic growth, development, planning"
HD,101,,,,,1395,5,,,"Land use Land tenure"
HD,1286,,,,,1289,,,,"Communal ownership"
HD,1290,,,,,1291,,,,"Municipal ownership"
HD,1301,,,,,1313,,,,"Nationalization (Agrarian socialism)"
HD,1326,,,,,1329,,,,"Large holdings"
HD,1330,,,,,1331,,,,"Landlord and peasant"
HD,1332,,,,,1333,5,,,"Land reform. Agrarian reform"
HD,1334,,,,,1335,,,,"Consolidation of land holdings"
HD,1336,,,,,1339,,,,"Small holdings. Peasant proprietors. Parcellation"
HD,1361,,,,,1395,5,,,"Real estate business"
HD,1401,,,,,2210,,,,"Agriculture"
HD,1428,,,,,1431,,,,"International cooperation"
HD,1470,,,,,1476,,,,"Size of farms"
HD,1478,,,,,,,,,"Sharecropping"
HD,1483,,,,,1486,,,,"Agricultural associations, societies, etc."
HD,1491,,,,,1491,5,,,"Cooperative agriculture"
HD,1492,,,,,1492,5,,,"Collective farms"
HD,1493,,,,,1493,5,,,"Government owned and operated farms. State farms. Sovkhozes"
HD,1501,,,,,1542,,,,"Agricultural classes Including farm tenancy, agricultural laborers"
HD,1549,,,,,,,,,"Gleaning"
HD,1580,,,,,,,,,"Reclamation of agricultural land. Melioration"
HD,1635,,,,,1702,,,,"Utilization and culture of special classes of lands Including pasture lands, water resources development"
HD,1711,,,,,1741,,,,"Irrigation"
HD,2321,,,,,4730,9,,,"Industry"
HD,2329,,,,,,,,,"Industrialization"
HD,2330,,,,,,,,,"Rural industries"
HD,2331,,,,,2336,,,,"Home labor. Home-based businesses"
HD,2337,,,,,2339,,,,"Sweatshops"
HD,2340,8,,,,2346,5,,,"Small and medium-sized businesses, artisans, handicrafts, trades"
HD,2350,8,,,,2356,,,,"Large industry. Factory system. Big business"
HD,2365,,,,,2385,,,,"Contracting. Letting of contracts"
HD,2421,,,,,2429,,,,"Trade associations"
HD,2709,,,,,2930,7,,,"Corporations Including international business enter- prises, diversification, industrial concentration, public utilities"
HD,2951,,,,,3575,,,,"Cooperation. Cooperative societies"
HD,3611,,,,,4730,9,,,"Industrial policy. The state and industrial organization Including licensing of occupations and professions, subsidies, inspection, government ownership, municipal services"
HD,4801,,,,,8943,,,,"Labor. Work. Working class"
HD,4861,,,,,4895,,,,"Labor systems"
HD,4909,,,,,5100,9,,,"Wages"
HD,5106,,,,,5267,,,,"Hours of labor Including overtime, shift work, sick leave, vacations"
HD,5306,,,,,5474,,,,"Labor disputes. Strikes and lockouts"
HD,5481,,,,,5630,7,,,"Industrial arbitration. Mediation and conciliation"
HD,5650,,,,,5660,,,,"Employee participation in management. Employee ownership. Industrial democracy. Works councils"
HD,5701,,,,,6000,9,,,"Labor market. Labor supply. Labor demand Including unemployment, manpower policy, occupational training, employment agencies"
HD,6050,,,,,6305,,,,"Classes of labor"
HD,6350,,,,,6940,7,,,"Trade unions. Labor unions. Workers' associations"
HD,6941,,,,,6948,,,,"Employers' associations"
HD,6951,,,,,6957,,,,"Industrial sociology. Social conditions of labor"
HD,6958,5,,,,6976,,,,"Industrial relations"
HD,6977,,,,,7080,,,,"Cost and standard of living"
HD,7088,,,,,7252,,,,"Social insurance. Social security. Pension"
HD,7255,,,,,7256,,,,"Vocational rehabilitation. Employment of people with disabilities"
HD,7260,,,,,7780,8,,,"Industrial hygiene. Industrial welfare"
HD,7795,,,,,8027,,,,"Labor policy. Labor and the state"
HD,8031,,,,,,,,,"Labor in politics. Political activity of the working class"
HD,8038,,,,,,,,,"Professions (General). Professional employees"
HD,8039,,,,,,,,,"By industry or trade"
HD,8045,,,,,8943,,,,"By region or country"
HD,9000,,,,,9999,,,,"Special industries and trades"
HD,9000,,,,,9495,,,,"Agricultural industries"
HD,9502,,,,,9502,5,,,"Energy industries. Energy policy. Fuel trade"
HD,9506,,,,,9624,,,,"Mineral industries. Metal trade"
HD,9650,,,,,9663,,,,"Chemical industries"
HD,9665,,,,,9675,,,,"Pharmaceutical industry"
HD,9680,,,,,9714,,,,"Mechanical industries Including electric utilities, electronic industries, and machinery"
HD,9715,,,,,9717,5,,,"Construction industry"
HD,9720,,,,,9975,,,,"Manufacturing industries"
HD,9999,,,,,,,,,"Miscellaneous industries and trades"
HE,1,,,,,9990,,,,"Transportation and communications"
HE,199,,,,,199,5,,,"Freight (General)"
HE,199,9,,,,,,,,"Passenger traffic (General)"
HE,305,,,,,311,,,,"Urban transportation"
HE,323,,,,,328,,,,"Transportation geography. Trade routes"
HE,331,,,,,380,,,,"Traffic engineering. Roads and highways. Streets"
HE,369,,,,,373,,,,"Traffic surveys (General)"
HE,374,,,,,377,,,,"Bridges"
HE,379,,,,,380,,,,"Tunnels. Vehicular tunnels"
HE,380,8,,,,971,,,,"Water transportation"
HE,380,8,,,,560,,,,"Waterways"
HE,561,,,,,971,,,,"Shipping"
HE,730,,,,,943,,,,"Merchant marine. Ocean shipping. Coastwise shipping"
HE,1001,,,,,5600,,,,"Railroads. Rapid transit systems"
HE,5601,,,,,5725,,,,"Automotive transportation Including trucking, bus lines, and taxicab service"
HE,5746,,,,,5749,,,,"Stage lines"
HE,5751,,,,,5870,,,,"Ferries"
HE,5880,,,,,5990,,,,"Express service"
HE,6000,,,,,7500,,,,"Postal service. Stamps. Philately"
HE,7511,,,,,7549,,,,"Pneumatic service"
HE,7601,,,,,8700,9,,,"Telecommunication industry. Telegraph"
HE,8660,,,,,8688,,,,"Wireless telegraph. Radiotelegraphy"
HE,8689,,,,,8700,95,,,"Radio and television broadcasting"
HE,8701,,,,,9680,7,,,"Telephone industry"
HE,9713,,,,,9715,,,,"Cellular telephone services industry. Wireless telephone industry"
HE,9719,,,,,9721,,,,"Artificial satellite telecommunications"
HE,9723,,,,,9737,,,,"Signaling"
HE,9751,,,,,9756,,,,"Messenger service"
HE,9761,,,,,9900,,,,"Air transportation. Airlines"
HF,1,,,,,6182,,,,"Commerce"
HF,294,,,,,343,,,,"Boards of trade. Chambers of commerce. Merchants' associations"
HF,1014,,,,,,,,,"Balance of trade"
